year,country,Real GDP/capita,loggedRGDP,laggedLRGDP,oil production,oil revenue,"TR, % of GDP",total tax revenue,H1,world oil price,total investment ratio,GDP,Total Investment,H2 ,oil rents,oil profit,oil tax revenue,NR tax revenue,H3,PolityIV,population,ResourceCursed
2009,Kazakhstan,8573.772759,3.933171969,3.939440556,1541.566378,38820368590,22.142,25531643750,1.52,68.99,29.415,1.15E+11,3920063272,2.35,11.37336393,13114473680,25705894910,-174251159.6,-147.52,-6,16092701,0
2010,Kazakhstan,9070.649972,3.957638408,3.933171969,1608.71366,51377173747,23.943,35446976589,1.45,87.5,25.374,1.48E+11,5834608191,3.45,13.81345263,20450450326,30926723421,4520253168,6.841812233,-6,16321581,0
2011,Kazakhstan,9603.59325,3.982433758,3.957638408,1637.326685,70942946986,27.045,52095839081,1.36,118.71,22.998,1.93E+11,8375793894,5.16,16.12301483,31057200446,39885746540,12210092541,3.26662115,-6,16556600,0
2012,Kazakhstan,9923.81462,3.996678643,3.982433758,1605.60841,68411833714,26.343,54793062996,1.25,116.73,25.23,2.08E+11,8244097062,4.63,14.24187075,29622887340,38788946374,16004116623,2.42,-6,16791425,0
2013,Kazakhstan,10368.66668,4.015722913,3.996678643,1658.004233,67747054783,24.754,58576517021,1.16,111.95,24.57,2.37E+11,9631035901,4.56,12.11742955,28674025147,39073029636,19503487385,2.003386823,-6,17035275,0
2014,Kazakhstan,10645.45626,4.02716428,4.015722913,1719.067247,62942445171,23.742,52568485299,1.2,100.31,25.79,2.21E+11,8585326592,3.89,11.3182474,25060362313,37882082857,14686402442,2.579398393,-6,17289224,0
2015,Kazakhstan,10616.67581,4.025988556,4.02716428,1751.423411,33911730847,16.611,30628762464,1.11,53.05,29.345,1.84E+11,6283470170,1.81,5.632174817,10385078841,23526652006,7102110458,3.31,-6,17544126,0
2016,Kazakhstan,10582.49748,4.024588174,4.025988556,1698.332454,27110433470,18.004,24715588748,1.1,43.73,28.692,1.37E+11,4784550400,1.52,8.475211109,11634627433,15475806037,9239782711,1.674910171,-6,17797032,0
1999,Kuwait,35824.1351,4.554175714,4.024588174,2018,19068340353,60.074,18095417852,1.05,25.89,14.555,30121879435,2069521088,1.78,29.43492727,8866353303,10201987050,7893430802,1.292465508,-7,1957066,0
2000,Kuwait,35792.70979,4.553794579,4.554175714,2200.733683,31902640050,68.168,25707423729,1.24,39.72,10.67,37711864407,3534382794,3.72,44.94719333,16950424603,14952215448,10755208281,1.39,-7,2050741,0
2001,Kuwait,35051.80226,4.544710353,4.553794579,2125.595158,25700945699,71.623,24989818161,1.03,33.13,14.31,34890772742,2438209136,2.31,38.30580102,13365189980,12335755719,12654062442,0.974845491,-7,2109355,0
2002,Kuwait,35522.72737,4.550506303,4.544710353,2029.910771,24734684382,61.201,23340559065,1.06,33.38,17.129,38137545245,2226489885,1.95,32.33429439,12331506152,12403178230,10937380835,1.134017222,-7,2143833,0
2003,Kuwait,41189.46318,4.614786132,4.550506303,2268.313922,31135607365,54.348,26019560940,1.2,37.61,16.644,47875838926,2876462324,2.26,37.11036948,17766900715,13368706649,12650854290,1.06,-7,2169118,0
2004,Kuwait,44820.20002,4.65147379,4.614786132,2515.382049,44636536607,56.414,33532542857,1.33,48.62,18.186,59440108585,3268454228,2.67,43.76629173,26014731329,18621805279,14910737579,1.248885589,-7,2207939,0
2005,Kuwait,47847.82359,4.679862188,4.65147379,2671.9799,65344981936,71.422,57707508425,1.13,67,16.425,80797945205,4919205188,4.08,54.22018069,43808791880,21536190056,36171318369,0.595394114,-7,2276623,0
2006,Kuwait,49268.26312,4.692567252,4.679862188,2671.512918,75623776632,63.809,64798457271,1.17,77.55,16.158,1.02E+11,6284852997,4.8,53.16843145,53992890239,21630886393,43167570878,0.5,-7,2377258,0
2007,Kuwait,49588.76428,4.695383286,4.692567252,2603.425589,79624681159,67.491,77372423329,1.03,83.79,20.456,1.15E+11,5604277367,4.1,49.33048497,56553009533,23071671625,54300751703,0.424886782,-7,2503410,0
2008,Kuwait,47965.00883,4.680924529,4.695383286,2727.895338,1.08E+11,60.561,89264390625,1.21,108.42,17.63,1.47E+11,8360512384,6.15,54.16617077,79838678795,28108346133,61156044492,0.459616811,-7,2652340,0
2009,Kuwait,41936.81677,4.622595462,4.680924529,2505.942948,63105702288,69.389,73482902780,0.86,68.99,17.966,1.06E+11,5894463459,3.84,36.80162558,38972895920,24132806368,49350096412,0.49,-7,2818939,0
2010,Kuwait,38497.61696,4.585433847,4.622595462,2449.105655,78216608643,70.693,81593189682,0.96,87.5,17.659,1.15E+11,6535990200,4.95,48.02838859,55433910291,22782698352,58810491330,0.387391736,-7,2998083,0
2011,Kuwait,39652.17118,4.598266972,4.585433847,2680.692342,1.16E+11,72.117,1.11E+11,1.05,118.71,13.548,1.54E+11,11369023932,8.76,60.2357162,92779589588,23370850301,87709188003,0.266458405,-7,3191051,0
2012,Kuwait,39733.28919,4.599154518,4.598266972,2783.587355,1.19E+11,70.918,1.23E+11,0.96,116.73,12.835,1.74E+11,13562136736,9.1,59.81890007,1.04E+11,14476438066,1.09E+11,0.13,-7,3395556,0
2013,Kuwait,37924.47244,4.578919548,4.599154518,2798.642,1.14E+11,72.285,1.26E+11,0.91,111.95,14.351,1.74E+11,12135843848,7.8,56.08821637,97684076191,16670126965,1.09E+11,0.152625379,-7,3598385,0
2014,Kuwait,36259.39194,4.559420517,4.578919548,2790.696795,1.02E+11,66.619,1.08E+11,0.94,100.31,16.29,1.63E+11,9983533694,6.16,53.39691894,86840351122,15339060599,93004594179,0.164927988,-7,3782450,0
2015,Kuwait,35053.59084,4.544732513,4.559420517,2952.313233,57163819500,60.213,68984407208,0.83,53.05,25.428,1.15E+11,4505556792,2.09,38.48250644,44088367877,13075451623,55908955585,0.23,-7,3935794,0
2016,Kuwait,35250.91458,4.547170389,4.544732513,3072.467137,49045706988,53.171,58953654156,0.83,43.73,26.994,1.11E+11,4107415688,1.62,45.93971269,50935922476,-1890215488,60843869644,-0.031066655,-7,4052584,0
1999,Libya,8782.826247,3.943634291,4.547170389,1377,13011449289,33.695,12122353816,1.07,25.89,6.917,35976714101,5201201981,3.74,16.9395516,6094294051,6917155238,5205198578,1.328893631,-7,5274163,1
2000,Libya,8967.247453,3.952659154,3.943634291,1469.345313,21300166845,41.704,15960207107,1.33,39.72,9.755,38270206950,3923137565,4.07,30.06802803,11507096553,9793070292,6167136814,1.59,-7,5355751,1
2001,Libya,8671.836454,3.938111079,3.952659154,1427.841531,17264283613,38.234,13041642043,1.32,33.13,46.418,34110064452,734845630,0.71,26.63454522,9085060542,8179223071,4862418972,1.682130462,-7,5440566,1
2002,Libya,8453.584716,3.927040909,3.938111079,1383.183181,16854238084,49.4,10118053543,1.67,33.38,51.788,20481889764,395494897.7,0.64,45.38234668,9295162219,7559075865,2558977678,2.953943651,-7,5527515,1
2003,Libya,9403.453647,3.973287388,3.927040909,1484.8877,20382046753,49.421,12980734531,1.57,37.61,43.091,26265625000,609538534.7,0.87,45.95960308,12071576996,8310469757,4670264774,1.78,-7,5615952,1
2004,Libya,9670.084548,3.985430271,3.973287388,1582.296718,28078535984,54.047,17901613638,1.57,48.62,30.072,33122307692,1101433483,1.62,55.44237397,18363793700,9714742284,8186871354,1.186624519,-7,5704759,1
2005,Libya,10653.7844,4.027503904,3.985430271,1721.292521,42095312428,60.41,28594559156,1.47,67,28.028,47334148578,1688816490,2.39,60.89478893,28824029869,13271282559,15323276597,0.866086471,-7,5792688,1
2006,Libya,11175.12987,4.048252579,4.027503904,1809.576675,51224540726,62.961,34604584942,1.48,77.55,21.889,54961936663,2510938675,3.54,65.42039096,35956313845,15268226881,19336358061,0.79,-7,5881435,1
2007,Libya,11707.9854,4.068482172,4.048252579,1844.703185,56419474234,62.28,42049111991,1.34,83.79,28.667,67516236338,2355190161,2.92,58.2770577,39346476006,17072998228,24976113763,0.683573049,-7,5970362,1
2008,Libya,11856.02054,4.073938943,4.068482172,1874.441804,74174552565,80.688,70311850278,1.05,108.42,41.913,87140405361,2079078218,2.59,60.20626508,52463983444,21710569122,48601281156,0.446707753,-7,6053078,1
2009,Libya,11631.71901,4.065643902,4.073938943,1790.109338,45079281249,65.609,41352250929,1.09,68.99,50.051,63028320702,1259281946,1.38,44.38170445,27973043013,17106238236,24246012693,0.71,-7,6121053,1
2010,Libya,12120.56217,4.083522764,4.065643902,1784.892,57003746959,70.391,52633775600,1.08,87.5,41.592,74773444901,1797784307,2.1,54.11297986,40462139179,16541607780,36092167820,0.458315717,-7,6169140,1
2011,Libya,4578.531815,3.660726236,4.083522764,500.7631644,21697328304,42.414,14717401617,1.47,118.71,13.48,34699395524,2574139134,8.81,49.20984895,17075520125,4621808178,10095593439,0.457804507,-77,6193501,1
2012,Libya,,,3.660726236,1482.473426,63165292903,74.248,0,,116.73,16.334,,0,7.15,,0,63165292903,-63165292903,-1,-77,6198258,1
2013,Libya,,,0,983.0458493,40167847392,82.98,0,,111.95,29.929,,0,3.74,,0,40167847392,-40167847392,-1,-77,6195970,1
2014,Libya,,,0,516.4568082,18909704894,69.305,0,,100.31,53.459,,0,1.88,3.471858006,0,18909704894,-18909704894,-1,-77,6204108,1
2015,Libya,,,0,432.5116027,8374455296,49.52,0,,53.05,74.605,,0,0.71,1.429924574,0,8374455296,-8374455296,-1,-77,6234955,1
2016,Libya,,,0,418.2247924,6676110666,28.759,0,,43.73,62.412,,0,0.7,2.45089129,0,6676110666,-6676110666,-1,-77,6293253,1
1999,Malaysia,6589.603749,3.8188593,0,793,7493158523,21.947,17370819479,0.43,25.89,23.81,79148947368,3324189306,1.09,3.119297079,2468890804,5024267720,12346551759,0.406936918,3,22656286,0
2000,Malaysia,7009.60174,3.845693344,3.8188593,763.7091434,11071006952,19.858,18624765942,0.59,39.72,28.037,93789736842,3345212999,1.42,4.914688526,4609473435,6461533517,12163232425,0.53,3,23185608,0
2001,Malaysia,6893.280513,3.838425952,3.845693344,742.0985463,8972844321,24.201,22454643103,0.4,33.13,26.652,92783947368,3481312748,1.24,3.775644049,3503191587,5469652733,16984990369,0.322028604,3,23698907,0
2002,Malaysia,7114.816741,3.852163718,3.838425952,782.9174043,9539934055,23.513,23711746726,0.4,33.38,25.101,1.01E+11,4017579505,1.33,3.812803,3845031219,5694902836,18016843890,0.316087705,3,24198811,0
2003,Malaysia,7377.308194,3.867897927,3.852163718,828.6818154,11374753461,23.806,26234775826,0.43,37.61,24.299,1.10E+11,4535263526,1.55,4.327054047,4768516042,6606237419,19628538408,0.34,3,24688703,0
2004,Malaysia,7725.84502,3.887945992,3.867897927,803.9330004,14266136954,22.851,28506562366,0.5,48.62,23.643,1.25E+11,5276392033,2.06,5.393317898,6728149884,7537987069,20968575296,0.359489711,3,25174109,0
2005,Malaysia,7983.891494,3.902214626,3.887945992,806.8511881,19732063221,21.892,31422485744,0.63,67,22.275,1.44E+11,6443730757,3.01,6.895025626,9896713157,9835350063,21587135680,0.455611629,3,25659393,0
2006,Malaysia,8273.661989,3.917697774,3.902214626,766.6186903,21701036969,23.299,37905368074,0.57,77.55,22.396,1.63E+11,7264286730,3.46,6.802098817,11066400246,10634636723,27270731352,0.39,3,26143566,0
2007,Malaysia,8889.684192,3.948886333,3.917697774,771.4442218,23594298394,23.649,45772124913,0.52,83.79,23.027,1.94E+11,8405255746,3.64,5.742287435,11114072382,12480226012,33291898901,0.37487276,3,26625845,0
2008,Malaysia,9020.399703,3.955225782,3.948886333,775.0474939,30669824453,23.849,55046734972,0.56,108.42,21.117,2.31E+11,10930226734,5.13,6.850630693,15812187184,14857637269,40189097703,0.369693228,6,27111069,0
2009,Malaysia,8635.116722,3.936268212,3.955225782,733.9163506,18481788168,24.808,50176062001,0.37,68.99,18.927,2.02E+11,10686193600,3.65,3.550614778,7181387747,11300400420,38875661581,0.29,6,27605383,0
2010,Malaysia,9071.356987,3.957672258,3.936268212,733.566774,23427778691,22.456,57266529769,0.41,87.5,23.386,2.55E+11,10904669855,3.74,4.508026404,11496216079,11931562612,45334967158,0.263186749,6,28112289,0
2011,Malaysia,9377.187567,3.972072603,3.957672258,669.4537411,29006441842,23.854,71073460725,0.41,118.71,23.188,2.98E+11,12849403173,5.12,5.163052905,15383417365,13623024476,57450436249,0.237126563,6,28635128,0
2012,Malaysia,9708.936994,3.987171683,3.972072603,675.3401093,28774921064,25.043,78745997915,0.37,116.73,25.749,3.14E+11,12211858691,4.53,4.692430055,14755024850,14019896214,64726101701,0.22,6,29170456,0
2013,Malaysia,9981.15458,3.999180782,3.987171683,651.7945205,26632717944,24.12,77974450728,0.34,111.95,25.937,3.23E+11,12463937961,4.32,4.008018752,12957009150,13675708794,64298741935,0.212690146,6,29706724,0
2014,Malaysia,10398.2269,4.01695929,3.999180782,676.9753425,24786978783,23.66,79985460540,0.31,100.31,24.978,3.38E+11,13534388798,4.02,3.688979226,12471035601,12315943182,67669517358,0.182001345,5,30228017,0
2015,Malaysia,10745.04547,4.031208258,4.01695929,730.1780822,14137987673,22.222,65873564220,0.21,53.05,25.114,2.96E+11,11803536009,2.11,1.308695856,3879419518,10258568154,55614996065,0.18,5,30723155,0
2016,Malaysia,11031.82156,4.042647228,4.031208258,740.9344262,11827515526,20.361,60377680785,0.2,43.73,25.874,2.97E+11,11460768740,1.69,2.498837541,7409951151,4417564374,55960116411,0.078941301,5,31187265,0
1999,Mexico,8340.563858,3.921195412,4.042647228,3354,31692375393,17.03,98681983955,0.32,25.89,23.576,5.79E+11,24578371337,1.1,1.749619332,10138338626,21554036767,77127947188,0.279458193,6,100300579,0
2000,Mexico,8659.797254,3.937507724,3.921195412,3460.085205,50158660128,18.005,1.23E+11,0.41,39.72,23.843,6.84E+11,28672900442,1.67,3.058124801,20906807978,29251852150,93838963989,0.31,8,101719673,0
2001,Mexico,8494.838851,3.929155145,3.937507724,3570.03017,43165864016,18.053,1.31E+11,0.33,33.13,21.387,7.25E+11,33885238860,1.55,2.095956574,15189472819,27976391197,1.03E+11,0.272000077,8,103067068,0
2002,Mexico,8401.015867,3.924331805,3.929155145,3593.349249,43785352941,18.492,1.37E+11,0.32,33.38,21.403,7.42E+11,34647456414,1.56,2.274759317,16868694039,26916658902,1.10E+11,0.244225044,8,104355608,0
2003,Mexico,8416.904266,3.925152388,3.924331805,3807.677515,52265407767,20.795,1.48E+11,0.35,37.61,21.914,7.13E+11,32549248500,1.72,3.044029693,21712583803,30552823965,1.18E+11,0.26,8,105640453,0
2004,Mexico,8667.288555,3.937883256,3.925152388,3847.933161,68283229370,20.376,1.57E+11,0.44,48.62,22.683,7.70E+11,33957923817,2.14,3.853246941,29680312194,38602917175,1.18E+11,0.326184698,8,106995583,0
2005,Mexico,8808.563565,3.944905093,3.937883256,3784.066721,92541778301,20.887,1.81E+11,0.51,67,22.3,8.66E+11,38849588395,3,5.174539618,44829407748,47712370553,1.33E+11,0.358090001,8,108472228,0
2006,Mexico,9108.06545,3.959426143,3.944905093,3709.577767,1.05E+11,21.881,2.11E+11,0.5,77.55,23.469,9.65E+11,41130052042,3.3,5.31295293,51284935344,53723832744,1.57E+11,0.34,8,110092378,0
2007,Mexico,9253.317716,3.966297474,3.959426143,3500.28969,1.07E+11,22.223,2.32E+11,0.46,83.79,23.392,1.04E+12,44608042116,3.58,4.714842826,49198032729,57856861294,1.74E+11,0.332446175,8,111836346,0
2008,Mexico,9232.197316,3.965305078,3.966297474,3186.842525,1.26E+11,25.022,2.76E+11,0.46,108.42,24.436,1.10E+12,45067739346,4.44,5.597241845,61641040730,64467232082,2.11E+11,0.305396043,8,113661809,0
2009,Mexico,8657.836029,3.937409356,3.965305078,3000.791167,75567176884,23.288,2.08E+11,0.36,68.99,22.907,8.95E+11,39068788948,3.01,2.996435229,26816559579,48750617305,1.60E+11,0.31,8,115505228,0
2010,Mexico,8959.581416,3.95228772,3.937409356,2978.599436,95126948041,22.808,2.40E+11,0.4,87.5,22.056,1.05E+12,47657263489,3.97,3.795943511,39900248016,55226700025,1.85E+11,0.299307841,8,117318941,0
2011,Mexico,9183.328078,3.9630001,3.95228772,2960.011074,1.28E+11,23.68,2.77E+11,0.46,118.71,22.26,1.17E+12,52613994594,5.33,5.350450821,62663812267,65589095735,2.12E+11,0.309750562,8,119090017,0
2012,Mexico,9414.906078,3.973815992,3.9630001,2940.716557,1.25E+11,23.916,2.84E+11,0.44,116.73,23.051,1.19E+12,51477086654,5.06,5.052324054,59950792576,65347387754,2.18E+11,0.3,8,120828307,0
2013,Mexico,9409.965371,3.973588025,3.973815992,2915.074507,1.19E+11,24.232,3.06E+11,0.39,111.95,21.663,1.26E+12,58255169112,5.17,4.425837485,55853260398,63258445346,2.43E+11,0.260811206,8,122535969,0
2014,Mexico,9492.990889,3.977403064,3.973588025,2820.808501,1.03E+11,23.293,3.02E+11,0.34,100.31,21.601,1.30E+12,60111175173,4.64,8.65367139,1.12E+11,-9082660119,3.12E+11,-0.029154701,8,124221600,0
2015,Mexico,9615.312229,3.982963391,3.977403064,2624.664918,50819767341,23.064,2.66E+11,0.19,53.05,22.902,1.15E+12,50312801531,2.32,3.033854774,34958009721,15861757620,2.50E+11,0.06,8,125890949,0
2016,Mexico,9707.908005,3.987125652,3.982963391,2489.50488,39739896782,23.156,2.42E+11,0.16,43.73,23.251,1.05E+12,45026996794,1.88,5.843763082,61179682387,-21439785605,2.64E+11,-0.081252795,8,127540423,0
1999,Nigeria,1253.047894,3.097967671,3.987125652,2136,20183337460,28.652,10277699607,1.96,25.89,17.915,35870792988,2002277030,1.45,22.45672676,8055405969,12127931491,-1850231884,-6.554817046,4,119327073,1
2000,Nigeria,1287.059256,3.109598542,3.097967671,2169.135111,31444575598,28.807,13362418255,2.35,39.72,14.361,46386011231,3229998693,2.77,34.39565452,15954772169,15489803429,-2127385174,-7.28,4,122352009,1
2001,Nigeria,1310.505968,3.117439003,3.109598542,2261.416054,27343180092,27.635,12197534711,2.24,33.13,15.14,44137994252,2915323266,2.19,27.42682571,12105650757,15237529335,-3039994623,-5.012354041,4,125463434,1
2002,Nigeria,1326.242969,3.122623095,3.117439003,2123.32298,25872922348,20.724,12251375543,2.11,33.38,20.072,59116847822,2945239529,1.66,18.44346118,10903192880,14969729467,-2718353925,-5.506909652,4,128666710,1
2003,Nigeria,1426.903307,3.154394544,3.122623095,2278.592032,31276688012,21.011,14215163065,2.2,37.61,17.546,67655813930,3855910973,2.14,19.07246083,12903628611,18373059402,-4157896337,-4.42,4,131972533,1
2004,Nigeria,1860.062377,3.269527508,3.154394544,2331.696229,41376952708,23.828,20931806798,1.98,48.62,16.553,87845420504,5306918414,2.94,24.83505613,21816459488,19560493219,1371313578,14.26405567,4,135393616,1
2005,Nigeria,1875.029642,3.273008138,3.269527508,2630.860271,64339375040,24.017,26958686965,2.39,67,15.576,1.12E+11,7206494164,4.3,30.19686886,33895487979,30443887061,-3485200095,-8.735190585,4,138939478,1
2006,Nigeria,1976.708469,3.295942623,3.273008138,2442.250063,69133924826,21.076,30650777242,2.26,77.55,16.268,1.45E+11,8939621641,4.77,26.57171433,38643181664,30490743162,160034080.2,190.53,4,142614094,1
2007,Nigeria,2056.838591,3.313200212,3.295942623,2352.755546,71958042890,17.018,28326667496,2.54,83.79,18.654,1.66E+11,8923084239,4.49,25.1547703,41870420390,30087622501,-1760955005,-17.08596893,4,146417024,1
2008,Nigeria,2128.666632,3.328107652,3.313200212,2168.865284,85825343669,20.077,41773160614,2.05,108.42,15.611,2.08E+11,13328086206,6.94,26.16250085,54434942975,31390400693,10382759920,3.023319516,4,150347390,1
2009,Nigeria,2216.499394,3.345667617,3.328107652,2212.180159,55708045003,10.105,17126087137,3.25,68.99,19.418,1.69E+11,8728052196,3.55,15.21101817,25779833997,29928211005,-12802123868,-2.34,4,154402181,1
2010,Nigeria,2327.32067,3.366856227,3.345667617,2462.220397,78635451595,12.421,45841248724,1.72,87.5,17.291,3.69E+11,21344194354,5.06,12.44556996,45931927218,32703524377,13137724347,2.489283799,4,158578261,1
2011,Nigeria,2376.638773,3.375963178,3.366856227,2528.069685,1.10E+11,17.729,72998058605,1.5,118.71,16.212,4.12E+11,25397471115,7.32,17.07136245,70290276746,39247248833,33750809772,1.162853546,4,162877076,1
2012,Nigeria,2412.860782,3.382532264,3.375963178,2511.65129,1.07E+11,14.296,65897960458,1.62,116.73,14.908,4.61E+11,30919897803,7.83,14.69474154,67735974900,39280573673,26617386785,1.48,4,167297284,1
2013,Nigeria,2475.948058,3.393741529,3.382532264,2361.859808,96507018872,11.047,56888325748,1.7,111.95,14.904,5.15E+11,34552220022,7.51,11.32576954,58323894918,38183123953,18705201794,2.041310453,4,171829303,1
2014,Nigeria,2563.092124,3.408764216,3.393741529,2401.720082,87937301371,10.522,59817458213,1.47,100.31,15.803,5.68E+11,35974114889,6.35,5.499033327,31261946039,56675355332,3142102881,18.03739645,4,176460502,1
2015,Nigeria,2562.522216,3.408667639,3.408764216,2220.610493,42996310819,7.665,36873720619,1.17,53.05,15.49,4.81E+11,31056562485,3.42,3.043252633,14640058363,28356252456,8517468163,3.33,7,181181744,1
2016,Nigeria,2455.918559,3.390213961,3.408667639,1923.891727,30711029838,5.261,21288779608,1.44,43.73,12.559,4.05E+11,32220138559,3.48,4.27114298,17283296249,13427733588,7861046019,1.708135731,7,185989640,1
1999,Norway,79687.50824,4.901390247,3.390213961,3148,29745855020,52.673,85480906725,0.35,25.89,24.45,1.62E+11,6637464364,1.06,4.41033375,7157354393,22588500627,62892406098,0.359161018,10,4461913,0
2000,Norway,81709.66294,4.912273419,4.901390247,3354.609246,48629642065,56.948,97560830657,0.5,39.72,21.737,1.71E+11,7881291806,1.83,10.56378408,18097414300,30532227765,67028602892,0.46,10,4490967,0
2001,Norway,82992.53186,4.919039014,4.912273419,3422.983677,41387898952,56.739,98727702565,0.42,33.13,20.473,1.74E+11,8499157302,1.62,7.725825678,13443187571,27944711381,70782991184,0.394794158,10,4513751,0
2002,Norway,83732.93894,4.922896335,4.919039014,3341.88449,40721227396,54.805,1.07E+11,0.38,33.38,20.461,1.95E+11,9550772062,1.63,7.135869092,13944797434,26776429963,80322595194,0.333361116,10,4538159,0
2003,Norway,84008.9617,4.924325617,4.922896335,3272.956655,44925657045,54.271,1.24E+11,0.36,37.61,19.576,2.29E+11,11685351265,1.92,7.08160587,16199345963,28726311083,95419923661,0.3,10,4564855,0
2004,Norway,86820.34131,4.938621489,4.924325617,3196.587571,56724821658,55.055,1.46E+11,0.39,48.62,21.65,2.64E+11,12210507836,2.25,8.281051592,21891580520,34833241138,1.11E+11,0.314638477,10,4591910,0
2005,Norway,88494.36433,4.946915614,4.938621489,2978.131521,72832116156,55.866,1.72E+11,0.42,67,22.586,3.09E+11,13668736383,2.97,9.821407389,30320853172,42511262985,1.30E+11,0.327111839,10,4623291,0
2006,Norway,89887.01952,4.95369698,4.946915614,2786.472301,78877986126,57.369,1.98E+11,0.4,77.55,24.165,3.45E+11,14294420210,3.21,9.675737257,33422382946,45455603180,1.53E+11,0.3,10,4660677,0
2007,Norway,91617.27915,4.96197739,4.95369698,2564.893942,78446206875,56.456,2.26E+11,0.35,83.79,27.278,4.01E+11,14703520092,3.07,7.996820001,32073855263,46372351612,1.80E+11,0.257534249,10,4709153,0
2008,Norway,90917.54176,4.958647685,4.96197739,2464.522186,97524943183,57.404,2.66E+11,0.37,108.42,26.005,4.63E+11,17787134498,4.17,9.166138926,42398381901,55126561281,2.10E+11,0.262010631,10,4768212,0
2009,Norway,88259.96772,4.945763764,4.958647685,2352.555249,59243029167,55.372,2.14E+11,0.28,68.99,24.767,3.87E+11,15610387111,2.79,5.390464152,20840744979,38402284188,1.76E+11,0.22,10,4828726,0
2010,Norway,87770.26684,4.943347419,4.945763764,2145.763016,68528814067,55.009,2.36E+11,0.29,87.5,25.341,4.29E+11,16934254872,3.45,6.376688883,27364345756,41164468312,1.95E+11,0.211212292,10,4889252,0
2011,Norway,87481.14835,4.941914475,4.943347419,2049.794148,88814552958,56.201,2.80E+11,0.32,118.71,25.822,4.99E+11,19318083763,4.6,7.808835778,38952937245,49861615713,2.30E+11,0.216331848,10,4953088,0
2012,Norway,88689.49096,4.947872162,4.941914475,1926.648016,82090703359,55.783,2.85E+11,0.29,116.73,26.516,5.10E+11,19242311669,4.4,6.67162465,34040572823,48050130535,2.37E+11,0.2,10,5018573,0
2013,Norway,88538.69765,4.947133129,4.947872162,1847.824247,75503215251,53.862,2.82E+11,0.27,111.95,27.918,5.24E+11,18751419430,4.01,5.726514174,29978423543,45524791709,2.36E+11,0.192539486,10,5079623,0
2014,Norway,89274.95614,4.950729646,4.947133129,1897.028353,69458366625,53.692,2.68E+11,0.26,100.31,28.137,4.99E+11,17746687095,3.57,35.27406028,1.76E+11,-1.07E+11,3.75E+11,-0.284640658,10,5137232,0
2015,Norway,90104.04826,4.954744304,4.950729646,1957.862178,37908877316,53.93,2.09E+11,0.18,53.05,28.208,3.87E+11,13707570172,1.88,20.45187951,79079879390,-41171002074,2.50E+11,-0.16,10,5188607,0
2016,Norway,90288.82241,4.955633989,4.954744304,2004.031525,31990299192,53.292,1.98E+11,0.16,43.73,29.078,3.71E+11,12761406922,1.5,27.8629699,1.03E+11,-71402548054,2.69E+11,-0.265282672,10,5232929,0
1999,Oman,17843.03579,4.251468747,4.955633989,914,8636503014,39.425,6193725945,1.39,25.89,21.82,15710148244,719988462.2,1.19,27.27161419,4284411018,4352091996,1841633950,2.363168857,-9,2254918,0
2000,Oman,18698.39975,4.27180444,4.251468747,972.0410552,14091062511,49.502,9656559199,1.46,39.72,15.371,19507412224,1269104952,2.58,41.81264304,8156564639,5934497872,3722061327,1.59,-9,2267991,0
2001,Oman,19308.42061,4.285746751,4.27180444,915.4876236,11069322215,46.602,9065028312,1.22,33.13,17.211,19452015605,1130208332,1.92,33.7319586,6561545850,4507776365,4557251947,0.989143549,-9,2294787,0
2002,Oman,18772.80037,4.273529062,4.285746751,899.4844514,10960316251,45.175,9099502146,1.2,33.38,19.005,20142782835,1059867552,1.76,31.46345864,6337616145,4622700106,4476802040,1.032589796,-8,2334285,0
2003,Oman,17881.31476,4.252399448,4.273529062,823.0097903,11296897418,45.59,9862854044,1.15,37.61,23.201,21633810143,932451624.6,1.62,31.9308916,6907868465,4389028953,5473825092,0.8,-8,2385255,0
2004,Oman,17671.57505,4.24727526,4.252399448,754.2973221,13385330489,45.274,11211467319,1.19,48.62,27.901,24763589077,887552026,1.74,35.79291873,8863611313,4521719176,6689748143,0.6759177,-8,2444751,0
2005,Oman,17631.93969,4.246300092,4.24727526,780.558529,19089059382,47.792,14854673394,1.29,67,21.426,31081924577,1450663893,3.13,42.43630756,13190021111,5899038271,8955635123,0.658695692,-8,2511269,0
2006,Oman,18063.25193,4.256795939,4.246300092,743.8595205,21056782412,48.373,18002430260,1.17,77.55,27.152,37215864759,1370649115,2.86,40.46178106,15058201719,5998580692,12003849568,0.5,-8,2582991,0
2007,Oman,18302.31933,4.262506128,4.256795939,714.8137205,21862278232,47.298,19905507839,1.1,83.79,34.073,42085305592,1235151163,2.46,37.06487292,15598865034,6263413198,13642094641,0.45912401,-8,2662762,0
2008,Oman,19112.19706,4.281310615,4.262506128,759.6998152,30062493141,46.122,28090757040,1.07,108.42,36.478,60905331599,1669645584,2.97,37.06052167,22571833617,7490659524,20600097516,0.363622527,-8,2759014,0
2009,Oman,19408.63402,4.287994971,4.281310615,818.888202,20621584830,37.934,18355616390,1.12,68.99,28.207,48388296489,1715471212,2.45,28.93863808,14002913993,6618670837,11736945553,0.56,-8,2882942,0
2010,Oman,19280.74735,4.285123864,4.287994971,869.4170232,27766401548,39.38,23093070683,1.2,87.5,25.418,58641621847,2307090324,3.44,35.34029379,20724121445,7042280104,16050790580,0.438749734,-8,3041460,0
